id_oferta,titulo,empresa,fuente,fecha_publicacion,provincia,modalidad,nivel,tipo_contrato,salario_min,salario_max,moneda,habilidades,descripcion
OF-00078,Ingeniero de IA/ML,Globant,Computrabajo,2025-06-23,Panamá,Presencial,Semi Senior,Permanente,1750,2650,USD,"LLM/IA Generativa, Machine Learning, Python, Spark","Buscamos Ingeniero de IA/ML nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, Machine Learning, Python, Spark. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00079,Ingeniero DevOps,Dell Panamá,encuentra24,2025-06-04,Panamá Oeste,Presencial,Senior,Permanente,3100,4400,USD,"AWS, Docker, GCP, Git, Kubernetes","Buscamos Ingeniero DevOps nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Docker, GCP, Git. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00080,Ingeniero DevOps,Innovatec,LinkedIn,2025-06-17,Panamá Oeste,Híbrido,Junior,Permanente,1600,2450,USD,"AWS, Azure, Docker, GCP","Buscamos Ingeniero DevOps nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Docker, GCP. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00081,Desarrollador Frontend,,Konzerta,2024-11-19,Panamá,Presencial,Semi Senior,Por Proyecto,1750,2600,USD,"Angular, Git, JavaScript, React, TypeScript, Vue","Buscamos Desarrollador Frontend nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en Angular, Git, JavaScript, React. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00082,Desarrollador Full Stack,Avianca Tech,Konzerta,2025-05-16,Panamá,Presencial,Semi Senior,Freelance,1800,2250,USD,"Git, JavaScript, Node.js, React","Buscamos Desarrollador Full Stack nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en Git, JavaScript, Node.js, React. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00083,Administrador de BD,BAC Credomatic,encuentra24,2025-06-28,Panamá Oeste,Presencial,Lead,Permanente,3900,4900,USD,"MongoDB, Oracle, PostgreSQL, Python, SQL","Buscamos Administrador de BD nivel Lead para integrarse a nuestro equipo. Experiencia comprobable en MongoDB, Oracle, PostgreSQL, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00084,Analista de BI,Procesos y Sistemas,encuentra24,2025-03-13,Colón,Presencial,Senior,Permanente,2400,3000,USD,"PostgreSQL, Power BI, Python, SQL, Vue","Buscamos Analista de BI nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en PostgreSQL, Power BI, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00085,Desarrollador Backend,Copa Airlines,Konzerta,2025-06-12,Herrera,Presencial,Semi Senior,Permanente,1650,2600,USD,"C#, Git, Java, Node.js, Python","Buscamos Desarrollador Backend nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en C#, Git, Java, Node.js. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00086,Desarrollador Full Stack,Cable & Wireless,encuentra24,2025-01-27,Panamá,Híbrido,Semi Senior,Permanente,1850,2850,USD,"Python, React, TypeScript, Vue","Buscamos Desarrollador Full Stack nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en Python, React, TypeScript, Vue. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00087,Analista de BI,Innovatec,LinkedIn,2025-01-08,Panamá,Híbrido,Semi Senior,Permanente,1950,2450,USD,"Power BI, Python, SQL","Buscamos Analista de BI nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en Power BI, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00088,Desarrollador Frontend,Soluciones IT SA,encuentra24,2025-04-08,Panamá Oeste,Híbrido,Semi Senior,Permanente,,3400,USD,"Git, JavaScript, React, TypeScript, Vue","Buscamos Desarrollador Frontend nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en Git, JavaScript, React, TypeScript. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00089,Desarrollador Full Stack,Telered,Computrabajo,2025-01-23,Veraguas,Híbrido,Senior,Permanente,3350,4150,USD,"Docker, JavaScript, Node.js, Python, React, TypeScript, Vue","Buscamos Desarrollador Full Stack nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en Docker, JavaScript, Node.js, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00090,Científico de Datos,GBM Panamá,Konzerta,2025-06-15,Panamá,Híbrido,Junior,Temporal,1200,1750,USD,"Power BI, Python, SQL","Buscamos Científico de Datos nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Power BI, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00091,Ingeniero DevOps,Procesos y Sistemas,encuentra24,2024-12-17,Chiriquí,Híbrido,Lead,Permanente,3050,4350,USD,"AWS, Azure, Docker, GCP, Git, Kubernetes","Buscamos Ingeniero DevOps nivel Lead para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Docker, GCP. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00092,Ingeniero DevOps,,Konzerta,2025-06-10,Panamá Oeste,Presencial,Semi Senior,Por Proyecto,1600,,USD,"AWS, Azure, Docker","Buscamos Ingeniero DevOps nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Docker. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00093,Ingeniero DevOps,Caja de Ahorros,Konzerta,2025-06-30,Panamá,Remoto,Semi Senior,Temporal,2250,3450,USD,"AWS, Azure, Git, Kubernetes, Rust","Buscamos Ingeniero DevOps nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Git, Kubernetes. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00094,Administrador de BD,Avianca Tech,LinkedIn,2025-05-30,Panamá,Remoto,Semi Senior,Freelance,,3150,USD,"MongoDB, Oracle, PostgreSQL, Python, SQL","Buscamos Administrador de BD nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en MongoDB, Oracle, PostgreSQL, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00095,Ingeniero DevOps,Panama Digital,encuentra24,2025-04-12,Panamá,Híbrido,Senior,Por Proyecto,2900,4500,USD,"AWS, Azure, Docker, GCP, Kubernetes, Vue","Buscamos Ingeniero DevOps nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Docker, GCP. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00096,Analista de BI,Innovatec,Computrabajo,2024-12-23,Panamá,Remoto,Junior,Por Proyecto,1450,1900,USD,"Kubernetes, PostgreSQL, Power BI, Python, SQL","Buscamos Analista de BI nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Kubernetes, PostgreSQL, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00097,Ingeniero de IA/ML,Innovatec,LinkedIn,2025-02-12,Panamá,Remoto,Junior,Permanente,1850,2750,USD,"AWS, Kubernetes, Machine Learning, Python","Buscamos Ingeniero de IA/ML nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Kubernetes, Machine Learning, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00098,Analista de BI,Copa Airlines,Computrabajo,2024-12-28,Panamá Oeste,Híbrido,Junior,Por Proyecto,1550,1950,USD,"Kubernetes, Power BI, Python, SQL","Buscamos Analista de BI nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Kubernetes, Power BI, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00099,Científico de Datos,Telered,LinkedIn,2025-03-13,Panamá,Híbrido,Senior,Permanente,3000,3950,USD,"LLM/IA Generativa, Power BI, SQL","Buscamos Científico de Datos nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, Power BI, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00100,Ingeniero Cloud,Cable & Wireless,Konzerta,2025-02-13,Panamá Oeste,Presencial,Semi Senior,Permanente,,3150,USD,"AWS, Azure, GCP, Kubernetes, Python","Buscamos Ingeniero Cloud nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, GCP, Kubernetes. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00101,Científico de Datos,Copa Airlines,encuentra24,2025-06-10,Panamá,Remoto,Lead,Permanente,4450,6000,USD,"LLM/IA Generativa, Power BI, Python, SQL","Buscamos Científico de Datos nivel Lead para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, Power BI, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00102,Ingeniero de Datos,,Konzerta,2024-11-20,Panamá,Presencial,Junior,Permanente,2000,2500,USD,"AWS, PostgreSQL, Power BI, Python, SQL, Spark","Buscamos Ingeniero de Datos nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, PostgreSQL, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00103,Ingeniero DevOps,Dell Panamá,encuentra24,2025-05-17,Panamá,Presencial,Semi Senior,Permanente,2550,3350,USD,"AWS, Azure, Docker, GCP, Git","Buscamos Ingeniero DevOps nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Docker, GCP. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00104,Desarrollador Frontend,Innovatec,encuentra24,2025-04-17,Chiriquí,Híbrido,Junior,Temporal,1350,2050,USD,"Angular, Git, JavaScript, React, TypeScript, Vue","Buscamos Desarrollador Frontend nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Angular, Git, JavaScript, React. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00105,Científico de Datos,Nearshore Devs,LinkedIn,2024-12-27,Panamá,Presencial,Semi Senior,Permanente,1800,2800,USD,"LLM/IA Generativa, Power BI, SQL","Buscamos Científico de Datos nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, Power BI, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00106,Desarrollador Full Stack,Dell Panamá,Konzerta,2024-12-11,Colón,Híbrido,Semi Senior,Permanente,,2550,USD,"Docker, Git, JavaScript, React, SQL, TypeScript","Buscamos Desarrollador Full Stack nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en Docker, Git, JavaScript, React. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00107,Ingeniero de IA/ML,Globant,encuentra24,2025-06-16,Colón,Remoto,Lead,Permanente,3750,5150,USD,"LLM/IA Generativa, Machine Learning, Spark","Buscamos Ingeniero de IA/ML nivel Lead para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, Machine Learning, Spark. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00108,Científico de Datos,Caja de Ahorros,encuentra24,2025-05-22,Panamá,Presencial,Semi Senior,Permanente,2400,3100,USD,"LLM/IA Generativa, Machine Learning, Power BI, Python, SQL","Buscamos Científico de Datos nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, Machine Learning, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00109,Ingeniero Cloud,Caja de Ahorros,LinkedIn,2025-02-08,Chiriquí,Remoto,Senior,Permanente,3100,4250,USD,"AWS, Azure, GCP, Kubernetes, Python","Buscamos Ingeniero Cloud nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, GCP, Kubernetes. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00110,Ingeniero de IA/ML,DataPro Panamá,Konzerta,2025-03-03,Panamá,Presencial,Senior,Temporal,2900,3550,USD,"AWS, Machine Learning, Python, Spark","Buscamos Ingeniero de IA/ML nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Machine Learning, Python, Spark. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00111,Administrador de BD,Banco General,encuentra24,2025-02-24,Los Santos,Presencial,Semi Senior,Permanente,1750,2700,USD,"MongoDB, Oracle, PostgreSQL, Python, SQL","Buscamos Administrador de BD nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en MongoDB, Oracle, PostgreSQL, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00112,Científico de Datos,Innovatec,Konzerta,2025-02-20,Panamá,Presencial,Senior,Permanente,2650,3400,USD,"Machine Learning, Power BI, SQL","Buscamos Científico de Datos nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en Machine Learning, Power BI, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00113,Desarrollador Full Stack,GBM Panamá,encuentra24,2025-06-22,Colón,Híbrido,Senior,Permanente,2200,2950,USD,"Docker, React, SQL","Buscamos Desarrollador Full Stack nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en Docker, React, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00114,Desarrollador Backend,,LinkedIn,2025-06-18,Panamá,Presencial,Junior,Temporal,1300,1900,USD,"C#, Java, Node.js, Python","Buscamos Desarrollador Backend nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en C#, Java, Node.js, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00115,Desarrollador Frontend,Panama Digital,encuentra24,2025-01-13,Panamá,Híbrido,Senior,Permanente,3150,4300,USD,"Git, JavaScript, React, TypeScript, Vue","Buscamos Desarrollador Frontend nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en Git, JavaScript, React, TypeScript. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00116,Analista de BI,DataPro Panamá,Konzerta,2025-05-11,Colón,Remoto,Senior,Permanente,3250,4000,USD,"Go, LLM/IA Generativa, PostgreSQL, Python, SQL","Buscamos Analista de BI nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en Go, LLM/IA Generativa, PostgreSQL, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00117,Desarrollador Backend,Copa Airlines,LinkedIn,2025-06-05,Panamá,Híbrido,Senior,Por Proyecto,2850,4350,USD,".NET, Java, Node.js, Python, SQL, Spring","Buscamos Desarrollador Backend nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en .NET, Java, Node.js, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00118,Ingeniero de IA/ML,Procesos y Sistemas,Computrabajo,2025-06-19,Colón,Presencial,Junior,Permanente,1400,1750,USD,"AWS, Python, Spark","Buscamos Ingeniero de IA/ML nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Python, Spark. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00119,Ingeniero Cloud,Copa Airlines,Computrabajo,2025-02-06,Panamá Oeste,Híbrido,Semi Senior,Permanente,2600,3250,USD,"AWS, Docker, GCP, Python","Buscamos Ingeniero Cloud nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Docker, GCP, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00120,Analista de BI,Procesos y Sistemas,Computrabajo,2025-06-21,Panamá,Presencial,Semi Senior,Por Proyecto,,2200,USD,"PostgreSQL, Power BI, Python, SQL","Buscamos Analista de BI nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en PostgreSQL, Power BI, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00121,Ingeniero de Datos,Dell Panamá,Konzerta,2025-04-18,Panamá,Presencial,Junior,Por Proyecto,1350,1750,USD,"AWS, Python, SQL","Buscamos Ingeniero de Datos nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00122,Ingeniero de IA/ML,,encuentra24,2025-05-25,Panamá Oeste,Híbrido,Junior,Temporal,2300,2950,USD,"AWS, LLM/IA Generativa, Machine Learning, Python, Rust, Spark","Buscamos Ingeniero de IA/ML nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, LLM/IA Generativa, Machine Learning, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00123,Ingeniero Cloud,Avianca Tech,encuentra24,2025-03-01,Panamá,Presencial,Senior,Freelance,2900,3700,USD,"Azure, Docker, GCP, Python","Buscamos Ingeniero Cloud nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en Azure, Docker, GCP, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00124,Analista de BI,Banco General,Konzerta,2025-06-29,Panamá,Presencial,Semi Senior,Por Proyecto,,2850,USD,"PostgreSQL, Power BI, Python, SQL","Buscamos Analista de BI nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en PostgreSQL, Power BI, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00125,Analista de BI,TechMakers,Konzerta,2025-03-12,Coclé,Presencial,Junior,Permanente,1050,1450,USD,"PostgreSQL, Power BI, Python, SQL","Buscamos Analista de BI nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en PostgreSQL, Power BI, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00126,Científico de Datos,Banco General,Konzerta,2025-05-19,Panamá,Híbrido,Semi Senior,Permanente,2050,2900,USD,"LLM/IA Generativa, Machine Learning, Power BI, Python, SQL","Buscamos Científico de Datos nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, Machine Learning, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00127,Científico de Datos,Soluciones IT SA,LinkedIn,2025-06-29,Colón,Híbrido,Semi Senior,Freelance,2000,2700,USD,"LLM/IA Generativa, Machine Learning, Power BI, Python, SQL","Buscamos Científico de Datos nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, Machine Learning, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00128,Administrador de BD,Banco General,encuentra24,2025-05-03,Panamá,Híbrido,Semi Senior,Por Proyecto,,2600,USD,"MongoDB, PostgreSQL, Python, SQL","Buscamos Administrador de BD nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en MongoDB, PostgreSQL, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
